vacation (of a determination that a person is a Convention refugee or a person in need of protection),annulation (de la reconnaissance de la qualité de réfugié au sens de la Convention ou de personne à protéger)
vacation hearing,audience relative à l'annulation
vacation panel,tribunal saisi de l'instance en annulation
valid in law; correct in law (with regard to a decision),valide en droit; fondé en droit (en parlant d'une décision)
"validity (of a passport, of a marriage)","validité (d'un passeport, d'un mariage)"
variances in streaming,écarts notés dans la catégorisation
violating human or international rights; violations of human or international rights,atteinte aux droits humains ou internationaux
violence against womenNOTE  Refer to the guidelines entitled Women Refugee Claimants Fearing Gender-Related Persecution - Update. ,violence faite aux femmesNOTA  Voir les directives intitulées Revendicatrices du statut de réfugié craignant d'être persécutées en raison de leur sexe - Mise à jour. 
visa officer,agent des visas
visitor,visiteur
voluntary departure,départ volontaire
voluntary re-availment of protection,se réclamer de nouveau de la protection
voluntary repatriation,rapatriement volontaire
vulnerable group,groupe vulnérable
"WFFP (see well-founded fear of persecution) ",crainte fondée de persécution
"WGE (see Working Group on Ethics) ",Groupe de travail sur l'éthique
"WOHSC or WPOHS Committee (see Work Place Occupational Health and Safety Committee) ","CLSST (voir Comité local de santé et de sécurité au travail) "
waiver (of rights),renonciation (à des droits)
warrant,mandat
"warrant, to issue a",décerner un mandat; lancer un mandat
warrant for arrest; arrest warrant,mandat d'arrestation; mandat d'arrêt
warrant for arrest and detention,mandat d'arrestation et de détention
Weekly Hearing Statistics,statistiques hebdomadaires des audiences
Weekly Media Review,Revue de presse hebdomadaire
Weekly Statistical Report,Rapport de statistiques hebdomadaire
weighing of evidence,appréciation de la preuve
well-founded claim for refugee protection,demande d'asile fondée
well-founded fear of persecution (WFFP) ,crainte fondée de persécution
"well-founded fear of persecution, to have a",craindre avec raison d'être persécuté
well-reasoned decision; informed decision; sound decision,décision éclairée; décision judicieuse; décision juste
wherever practicable,dans la mesure du possible
wife abuse,violence contre l'épouse; violence à l'égard de l'épouse
willing and able to act,disposé et apte à agir
"withdrawal (of an application, of nationality)","retrait (d'une demande, de la nationalité)"
within its specialized knowledge,du ressort de sa spécialisation
without undue delay,avec diligence
witness,témoin
witness fees,indemnité de témoin
woman refugee,femme réfugiée; réfugiée
Women Refugee Claimants Fearing Gender-Related Persecution - UpdateNOTE  Chairperson's guidelines.,Revendicatrices du statut de réfugié craignant d'être persécutées en raison de leur sexe - Mise à jourNOTA  Directives du président.
Working Group on Ethics (WGE) ,Groupe de travail sur l'éthique
"Working Group on the Competency Profile for the HR Community ",Groupe de travail sur le profil de compétences pour les HR
Working Group on Women Refugees,Groupe de travail sur les demandeures d'asile
workload pressure,pression découlant de la charge de travail
Work Place Occupational Health and Safety Committee (WOHSCorWPOHS Committee) ,Comité local de santé et de sécurité au travail (CLSST) 
World Federation of United Nations Associations,Fédération mondiale des associations pour les Nations Unies
written application; written request,demande écrite
written decision,décision écrite
written notice,avis écrit; avis motivé
written reasons,motifs écrits
"written record; written record, to make a",procès-verbal; consigner par écrit
written representations; written submissions,observations écrites
written request; written application,demande écrite
written submissions; written representations,observations écrites
wrong in law or fact or mixed law and fact,"erroné en droit, en fait ou en droit et en fait"
